CD8T CD4T NK Bcell Mono Gran
IW_257 0.185020161807037 0.00892783533522847 0.00799552632412204 0.25848305649181 0.294909906056497 0.244663513985305
IX_258 0.245614556780606 0.128788781551337 0.204025257041935 0.0780600432000888 0.214487100014603 0.129024261411431
IY_259 0.151823702426426 0.131192553952288 0.187927334698612 0.20734096987023 0.0916921024841727 0.230023336568271
IZ_260 0.0532515562398441 0.116163047536569 0.285153589031425 0.0788057423434301 0.26961068799049 0.197015376858241
JA_261 0.168830208469996 0.200942835314294 0.125964647928951 0.254140572198342 0.217513403362224 0.0326083327261926
JB_262 0.188198015335223 0.130120566380642 0.242969004367605 0.23365214003501 0.0477283993756134 0.157331874505906
JC_263 0.298067441349609 0.0375474086699812 0.171344134194019 0.279031729295715 0.144319089533246 0.0696901969574307
JD_264 0.196431456101231 0.200096937098181 0.127412241746727 0.132266247270916 0.0899968914368916 0.253796226346054
JE_265 0.304874761526471 0.176227757749357 0.0427491416176493 0.122839106167332 0.101365111531888 0.251944121407303
JF_266 0.247344037248807 0.0403727498982551 0.138774996043876 0.106881990835157 0.312131355858649 0.154494870115256
JG_267 0.378789511692922 0.271247352742988 0.231203899905321 0.00690044016658688 0.0340235571406501 0.0778352383515323
JH_268 0.0891407949248415 0.288710601183037 0.0135053697970383 0.245308334012017 0.170832774232124 0.192502125850942
JI_269 0.262048801947624 0.195238148190234 0.142269793991615 0.0988855050852788 0.200414265926553 0.101143484858694
JJ_270 0.151247368669942 0.145395785013081 0.0412106908839841 0.359310509197248 0.186808817834034 0.116026828401711
JK_271 0.228723515723901 0.190519480824629 0.196743880954545 0.0616055657718035 0.140464053413012 0.181943503312111
JL_272 0.236412487264664 0.113674835615447 0.130703257871562 0.30833261295757 0.117123691415582 0.0937531148751747
JM_273 0.166001777155895 0.207187590597994 0.0304829637092936 0.195708961622541 0.226259243057421 0.174359463856855
JN_274 0.0840313209514845 0.203241453313531 0.238494737232315 0.0470956478220594 0.343401687206855 0.0837351534737552
JO_275 0.144655874850202 0.176375069558305 0.241820469180453 0.149147628309773 0.130508558341038 0.157492399760229
JP_276 0.104078969853844 0.136945791588238 0.0917099036604271 0.331932840543515 0.327080867552986 0.00825162680098876
JQ_277 0.245890261884391 0.239701278044242 0.123364177321512 0.153864211640351 0.0160550766581932 0.221124994451311
JR_278 0.0309526603405829 0.328479721380927 0.109753866734155 0.203420497605955 0.215193905669333 0.112199348269047
JS_279 0.0127078430108359 0.367929387451115 0.163770649204875 0.441190587081325 0.00639678199153242 0.00800475126031755
JT_280 0.0720263539694539 0.250156368568292 0.291169476403567 0.0893854566988968 0.190218353688177 0.107043990671614
JU_281 0.335296381839728 0.172506224038916 0.128807875941105 0.0986322461353723 0.0517556633877408 0.213001608657138
JV_282 0.15305008093431 0.231655542189733 0.0973194013884914 0.0346387910049158 0.287380943582807 0.195955240899743
JW_283 0.219869741525274 0.138858965026767 0.185138461662401 0.0689907660121824 0.161321946247852 0.225820119525524
JX_284 0.255303504936222 0.0490250577548739 0.289140724882853 0.061883116392406 0.202368471063529 0.142279124970115
JY_285 0.129625129752087 0.0615979616871625 0.247855249005171 0.220644987638502 0.264200578149888 0.0760760937671893
JZ_286 0.10249072215463 0.100719060740106 0.277822224491679 0.365211820889041 0.127635757571984 0.0261204141525592
KA_287 0.0661192480227044 0.309034557599897 0.220787230687953 0.0563457897512113 0.073690988940189 0.274022184998046
KB_288 0.297669114097708 0.172572938010648 0.113018806696367 0.0903568209903296 0.0460889011280048 0.280293419076943
KC_289 0.198001765562129 0.116873349856084 0.0903067504031077 0.0388712456943469 0.347110290699186 0.208836597785147
KD_290 0.233050292900621 0.179866019643451 0.256518143624825 0.206878277641579 0.0761083929012283 0.0475788732882944
KE_291 0.267014415074357 0.17218543766021 0.0147029686230089 0.199316497063941 0.163567205018142 0.183213476560342
KF_292 0.000578926757366266 0.0554010606444456 0.448474767695925 0.464043465753332 0.0212731401510953 0.0102286389978356
KG_293 0.290378113652337 0.230294207150975 0.220243258592053 0.0945202660181158 0.0831019710895878 0.0814621834969315
KH_294 0.245554341546418 0.0065238837377993 0.014058401913031 0.248357890764698 0.408710915349995 0.0767945666880584
KI_295 0.101852005465256 0.242159927748043 0.0935215392028667 0.259113168257354 0.0241478791064087 0.279205480220072
KJ_296 0.176274055386936 0.155549304552665 0.241549998482722 0.229730055101858 0.174741345507825 0.0221552409679941
KK_297 0.333645581850871 0.0408019607648862 0.0796027741998126 0.225263562023503 0.0448593143103832 0.275826806850544
KL_298 0.243974814012349 0.116267711379807 0.245639094787046 0.00605531254375013 0.151789934438196 0.236273132838853
KM_299 0.0144527522543143 0.120477972705408 0.210425028299311 0.204497456426632 0.193830463928865 0.25631632638547
KN_300 0.0780087851861686 0.224220437460429 0.257483489144587 0.221369415542736 0.0927707070322274 0.126147165633852
KO_301 0.215565677354725 0.069826858398797 0.257905164295115 0.0566057049246479 0.274381678849421 0.125714916177294
KP_302 0.208930091868031 0.120377411290051 0.147861917353746 0.162824800703615 0.160980813206409 0.199024965578149
KQ_303 0.328812988963564 0.0913538337412874 0.0975971297460761 0.309994107866868 0.100484305289818 0.0717576343923867
KR_304 0.194074000173294 0.223990538836733 0.250534735936516 0.176855149274258 0.0476536497318775 0.106891926047322
KS_305 0.162371314470594 0.162324236421416 0.382841455655933 0.0518691281862974 0.151596669514016 0.0889971957517435
KT_306 0.144343555778963 0.274223883523966 0.0814830576588687 0.418446671150018 0.000315198117082132 0.0811876337711025
KU_307 0.14155332037306 0.158891594837555 0.23885115936744 0.128380685878752 0.138632014126659 0.193691225416535
KV_308 0.232295948832293 0.105618269353451 0.136811465095388 0.112826269869404 0.322043553514659 0.0904044933348048
KW_309 0.218791165424091 0.0964484812975369 0.155923131334699 0.153406563675326 0.243521785912258 0.13190887235609
KX_310 0.132186135807046 0.206006838296907 0.0764075256377795 0.216458897933692 0.155630163729633 0.213310438594943
KY_311 0.200195048993059 0.229664594512102 0.0312068022728178 0.101492305267919 0.213900280390913 0.22354096856319
KZ_312 0.17657605652859 0.261411659607892 0.173702680518564 0.0574444175009821 0.268935383487149 0.0619298023568231
LA_313 0.0711536618678267 0.261090531040334 0.191403195304001 0.109064220644666 0.0748470829268512 0.292441308216321
LB_314 0.100051295716901 0.310903705042173 0.220957907690872 0.111161291131048 0.176395055825396 0.0805307445936099
LC_315 0.298238082230996 0.272471099285883 0.180548127109486 0.0900515645437427 0.00795103402110917 0.150740092808783
LD_316 0.337844227516445 0.311260748814727 0.144688968827755 0.145994634568419 0.0303719962400044 0.0298394240326483
LE_317 0.250517759128565 0.0647246907274086 0.184762935876576 0.077922659515491 0.2646305035377 0.15744145121426
LF_318 0.159710706058118 0.0166638417540001 0.264055733543744 0.217030592505496 0.158958643574988 0.183580482563653
LG_319 0.188887872053233 0.275009211977828 0.194164527723239 0.191085752688232 0.11167819366665 0.0391744418908168
LH_320 0.0338434569492974 0.19283480065143 0.335754536204236 0.240959076782297 0.141228438487792 0.0553796909249481
LI_321 0.214321434208689 0.181120808936405 0.00498974137549519 0.243926318335001 0.275240376738774 0.080401320405636
LJ_322 0.263238281587983 0.0770559663247946 0.252032797754623 0.0622799186021044 0.25457846580384 0.0908145699266552
LK_323 0.152974940016859 0.141946377025306 0.237612391709031 0.147626249578884 0.173405178934955 0.146434862734966
LL_324 0.0204649884570686 0.00831162372756535 0.25157170827481 0.271018275567379 0.173537943819297 0.27509546015388
LM_325 0.252667351028148 0.240158848299154 0.186369480201768 0.00177590013662451 0.200842310975456 0.118186109358849
LN_326 0.0114224821310552 0.111245517359553 0.25222447583695 0.0930440735481506 0.266906886133416 0.265156564990876
LO_327 0.080442233982915 0.225037637602797 0.241468544855884 0.154012505293272 0.168920187034359 0.130118891230773
LP_328 0.181031115450775 0.0413078851735415 0.174962666445148 0.224854308290347 0.17885299009122 0.198991034548968
LQ_329 0.227212430027768 0.130353427557477 0.11659944484387 0.0223458450753607 0.2787318118975 0.224757040598024
LR_330 0.0330386078747597 0.0386523610008735 0.337989713164755 0.386593915947983 0.112953483421673 0.0907719185899555
LS_331 0.246833486279457 0.0739678018763305 0.260779309288661 0.0205086027610729 0.163096826381966 0.234813973412513
LT_332 0.244021400329991 0.21309918147068 0.0106152090285067 0.311392740608591 0.196919899531267 0.0239515690309643
LU_333 0.371171137868306 0.0497692107987572 0.239188602407794 0.013173083558401 0.318450147853513 0.00824781751322885
LV_334 0.236992554572822 0.176522433327162 0.199007946739008 0.225733208424664 0.0801035767130839 0.08164028022326
LW_335 0.256698293357199 0.107007307902037 0.0517841872232033 0.0361121344577762 0.35715754685882 0.191240530200965
LX_336 0.206422512635695 0.0783403726434356 0.21574681629649 0.0302991398488081 0.201111337863285 0.268079820712286
LY_337 0.217123506377048 0.219396613886806 0.0707205110310454 0.20401794495476 0.086547138287219 0.202194285463122
LZ_338 0.029864413093191 0.12661776449906 0.253595254502843 0.12532364982196 0.102527588323446 0.3620713297595
MA_339 0.180260272031391 0.0817439168196504 0.0860251056856585 0.25972799419926 0.256681703471671 0.13556100779237
MB_340 0.234601357714173 0.00525888758251412 0.176219296569331 0.0748989593942643 0.337372490393914 0.171649008345803
MC_341 0.285094431553138 0.0155336073591135 0.159816524325592 0.135990654349596 0.271969942442626 0.131594839969935
MD_342 0.0431290321459442 0.296381157724277 0.298354281070372 0.126531353392703 0.225478172755086 0.0101260029116175
ME_343 0.224028077558003 0.259093559656589 0.0961614454136899 0.151205334261003 0.224349293861749 0.045162289248966
MF_344 0.0362769917007143 0.0322724870377016 0.227014315711788 0.137738142565572 0.345614193559665 0.221083869424558
MG_345 0.187891207637064 0.0936712267436188 0.174869132131418 0.148502429838832 0.260441068000328 0.13462493564874
MH_346 0.101434222586584 0.272091701187909 0.119173078845967 0.214562816960387 0.181098973616289 0.111639206802865
MI_347 0.0545420031929194 0.0644380023386806 0.347669709658036 0.151072255009809 0.144901023836817 0.237377005963738
MJ_348 0.22637722771259 0.217863950491326 0.0737072767984014 0.236539447786608 0.0721078510610875 0.173404246149987
MK_349 0.185764347613295 0.176074230454983 0.178371608768022 0.165345757890255 0.291864518453827 0.00257953681961848
ML_350 0.172456093872295 0.0872359133237529 0.119295127427989 0.228744896222515 0.189461948717115 0.202806020436332
